Number,q1,q2,q3,raceeth,q6,q7,q23,q26,q28
11732,6,2,3,5,1.8,61.24,2,2,
11733,5,1,3,4,1.65,49.9,1,1,
11734,5,2,3,5,,,1,1,
11735,5,2,3,,,,2,2,
11736,6,2,4,5,1.75,63.5,2,2,
11737,6,2,3,5,1.93,58.97,2,1,
11738,5,2,3,5,1.7,45.81,2,2,
11739,5,1,3,,1.55,65.77,1,2,
11740,6,1,3,5,1.78,65.77,1,2,
11741,1,2,3,7,,,2,2,
11742,6,2,3,5,1.75,76.66,2,2,
11743,3,,3,,,,2,2,
11744,6,2,3,8,1.73,56.7,2,2,
11745,4,1,2,,1.6,52.16,2,2,
11746,4,1,2,5,1.6,57.61,1,2,
11747,4,2,2,5,1.78,78.02,2,2,
11748,4,1,2,5,1.57,56.7,2,1,
11749,4,1,2,5,1.78,81.65,1,1,
11750,4,2,2,5,1.7,82.56,2,2,
11751,6,1,4,3,1.7,72.58,2,2,
11752,4,2,2,5,1.83,81.65,2,2,
11753,5,2,2,5,1.83,71.67,2,2,
11754,4,2,2,5,1.73,86.18,1,2,
11755,4,1,2,7,1.55,68.49,2,2,
11756,6,1,4,5,,,2,2,
11757,5,2,2,5,1.83,63.5,2,2,
11758,4,1,2,5,1.57,46.27,2,2,
11759,4,2,2,3,1.85,77.11,2,2,
11760,4,,2,5,,,1,1,
11761,6,2,3,5,1.85,88.45,2,1,
11762,5,1,2,8,1.63,48.08,2,2,
11763,7,2,4,5,1.8,99.79,2,2,
11764,4,1,2,5,1.68,76.66,1,2,
11765,5,1,2,2,,,2,2,
11766,4,2,2,5,1.6,45.36,1,1,
11767,6,2,3,5,1.75,68.04,1,2,
11768,5,2,3,5,1.75,68.04,2,2,
11769,5,1,3,5,1.63,58.97,2,2,
11770,5,1,3,5,1.7,92.99,1,2,
11771,6,2,3,5,,,2,,
11772,5,1,3,5,1.75,63.5,2,2,
11773,5,2,3,3,1.83,65.77,2,2,
11774,5,2,2,5,1.83,65.77,2,2,
11775,7,2,5,7,,,1,2,
11776,7,2,4,5,1.9,124.74,2,1,
11777,5,1,3,5,1.6,65.77,2,1,
11778,6,1,3,5,1.78,49.9,2,2,
11779,6,2,3,2,1.78,84.37,2,2,
11780,4,2,2,5,1.73,102.97,2,1,
11781,6,2,3,8,1.65,63.5,2,2,
11782,4,2,2,8,1.93,111.59,2,2,
11783,4,2,2,5,1.8,83.92,2,2,
11784,4,1,2,5,1.68,63.5,1,2,
11785,4,2,2,5,1.78,65.32,2,2,
11786,4,1,2,5,1.57,54.43,1,2,
11787,5,1,3,5,1.63,66.68,1,2,
11788,5,1,3,3,1.73,72.58,2,2,
11789,4,1,2,5,1.57,45.81,1,2,
11790,4,2,2,5,1.75,72.58,2,2,
11791,4,1,2,8,,,1,2,
11792,5,2,2,5,1.88,61.24,2,2,
11793,3,1,2,5,1.65,54.43,2,2,
11794,4,1,2,5,1.57,52.16,2,2,
11795,5,1,2,5,1.63,72.58,2,2,
11796,5,1,3,5,1.63,58.97,1,2,
11797,5,1,3,5,1.57,79.38,2,2,
11798,4,1,2,5,1.68,53.07,2,2,
11799,6,2,4,2,,,2,2,
11800,4,2,2,2,1.68,48.99,2,2,
11801,4,,1,,,,2,2,
11802,4,1,1,1,1.63,56.7,2,1,
11803,3,,1,5,,,2,2,
11804,4,1,1,5,1.7,90.72,1,2,
11805,3,1,1,5,1.7,49.9,2,2,
11806,4,2,2,5,1.8,57.15,2,2,
11807,5,2,5,5,1.88,83.92,1,2,
11808,3,2,1,5,1.75,44,2,2,
11809,4,2,1,5,1.78,113.4,2,2,
11810,3,1,1,8,1.65,63.5,2,2,
11811,3,1,1,5,1.65,56.7,2,2,
11812,3,2,1,7,1.7,58.97,2,,
11813,5,2,3,5,1.85,88.45,1,1,
11814,5,2,2,5,1.8,68.49,1,2,
11815,3,2,1,,1.57,54.43,2,2,
11816,3,1,1,5,1.6,54.89,2,2,
11817,3,1,1,5,1.6,52.16,2,2,
11818,3,2,1,7,1.8,86.18,2,2,
11819,5,1,2,8,1.75,101.15,2,1,
11820,4,2,1,8,1.93,99.79,2,2,
11821,3,2,1,5,1.68,51.26,2,2,
11822,3,2,1,5,1.73,87.54,2,2,
11823,4,2,1,8,1.7,54.43,2,2,
11824,5,1,2,5,1.68,58.97,1,2,
11825,6,1,3,5,1.6,57.15,1,2,
11826,5,2,3,5,1.83,74.84,2,2,
11827,4,2,2,3,,,1,2,
11828,4,2,2,,1.68,57.61,2,2,
11829,4,1,2,3,1.6,74.84,2,2,
11830,4,2,2,,1.7,70.31,2,2,
11831,5,2,2,5,1.78,74.84,2,2,
11832,4,1,2,5,1.63,65.77,1,2,
11833,5,1,3,5,1.73,65.32,2,2,
11834,5,1,2,5,1.8,70.76,2,2,
11835,4,2,1,5,1.68,94.35,2,2,
11836,4,2,2,5,1.73,81.65,1,2,
11837,4,1,1,5,1.57,92.99,1,1,
11838,3,1,1,5,1.68,77.11,,,
11839,3,2,1,5,1.6,47.17,2,2,
11840,3,1,1,5,1.75,81.65,1,1,
11841,3,1,1,5,1.65,54.43,2,2,
11842,3,1,1,5,1.65,49.9,2,2,
11843,3,1,1,5,1.65,64.41,2,2,
11844,4,2,1,5,1.75,90.72,2,2,
11845,3,2,1,5,1.83,79.38,2,2,
11846,4,2,1,5,1.65,49.44,2,2,
11847,3,1,1,5,1.65,63.5,2,2,
11848,2,1,3,,1.6,49.9,1,2,
11849,3,1,1,5,1.6,54.43,1,1,
11850,4,,2,5,,,2,1,
11851,3,2,1,5,1.6,61.24,2,2,
11852,3,1,1,5,1.73,63.5,1,2,
11853,4,2,2,5,1.75,60.33,2,1,
11854,4,1,1,7,1.63,55.79,2,2,
11855,4,2,1,5,1.9,91.63,1,2,
11856,4,1,1,5,1.63,49.9,2,2,
11857,3,1,1,5,1.6,45.81,2,2,
11858,3,1,1,5,1.6,49.9,2,2,
11859,4,2,1,5,,,1,2,
11860,5,2,3,8,1.8,70.31,2,1,
11861,3,1,1,3,,,2,2,
11862,4,1,1,5,1.6,49.9,1,2,
11863,3,1,1,5,1.63,58.97,2,2,
11864,3,1,1,5,1.6,52.16,2,2,
11865,3,2,1,5,1.73,70.31,1,1,
11866,3,2,1,5,1.88,77.11,2,2,
11867,3,1,1,5,1.55,47.63,1,1,
11868,3,2,1,8,1.8,61.24,2,1,
11869,3,1,1,8,1.63,64.86,2,2,
11870,4,1,1,5,1.7,61.24,2,1,
11871,3,2,1,5,1.7,55.79,2,2,
11872,4,2,1,1,1.73,65.32,2,2,
11873,3,1,1,5,1.57,46.27,2,2,
11874,3,1,1,5,1.57,40.82,2,2,
11875,3,1,1,5,1.63,48.54,2,2,
11876,3,1,1,2,,,1,1,
11877,3,1,1,5,1.6,59.88,2,2,
11878,3,2,1,5,1.65,71.22,1,2,
11879,3,1,1,5,1.63,49.9,2,1,
11880,3,1,1,5,1.73,65.77,2,2,
11881,4,2,1,5,1.85,71.67,2,1,
11882,3,1,1,5,1.63,54.43,2,2,
11883,4,2,1,7,1.63,50.35,2,1,
11884,3,2,1,5,1.57,63.05,1,2,
11885,4,2,2,5,1.85,108.86,1,2,
11886,3,1,1,5,1.7,47.17,2,2,
11887,4,2,2,,1.73,95.26,2,2,
11888,5,1,2,5,1.68,85.73,2,2,
11889,4,2,1,7,1.78,79.38,1,2,
11890,6,2,3,3,1.68,75.3,2,2,
11891,6,2,4,5,1.85,69.85,2,2,
11892,3,1,1,3,1.65,54.43,2,2,
11893,3,2,1,5,1.85,81.65,2,2,
11894,3,1,1,7,1.57,46.27,1,2,
11895,3,1,1,,,,2,2,
11896,7,1,4,8,1.7,75.75,2,2,
11897,3,1,1,5,,,1,2,
11898,4,2,1,5,1.7,57.15,2,2,
11899,3,1,1,5,1.65,58.97,2,1,
11900,3,2,1,5,1.65,63.5,2,2,
11901,3,2,1,5,1.65,81.65,2,2,
11902,5,1,2,5,1.55,43.09,2,2,
11903,4,1,1,5,1.55,44.91,2,2,
11904,6,1,4,3,1.65,74.84,2,2,
11905,3,1,1,7,1.55,42.64,2,2,
11906,3,1,1,5,1.57,46.72,2,1,
11907,3,1,1,5,1.78,63.5,1,1,
11908,3,,4,7,,,2,1,
11909,4,2,1,5,1.73,58.06,2,,
11910,5,1,3,5,1.57,60.78,2,2,
11911,6,1,4,5,1.7,59.88,1,1,
11912,7,1,4,5,1.55,68.04,1,2,
11913,6,1,4,7,1.52,46.72,2,1,
11914,6,1,4,5,1.6,65.77,1,2,
11915,5,1,3,5,1.68,56.7,2,2,
11916,5,1,3,5,1.55,56.7,2,2,
11917,6,1,4,1,1.63,104.33,2,1,
11918,5,1,4,5,1.7,67.13,2,1,
11919,6,1,4,5,1.55,45.36,2,2,
11920,6,1,4,5,1.68,99.79,2,2,
11921,5,1,3,5,1.75,61.24,2,2,
11922,6,1,4,5,1.63,65.77,2,2,
11923,6,2,4,5,1.85,77.11,2,2,
11924,6,2,4,5,1.75,66.68,1,1,
11925,6,1,4,5,1.68,65.77,2,1,
11926,6,1,3,5,1.65,65.77,1,2,
11927,5,1,3,5,1.55,52.62,2,2,
11928,5,1,3,5,1.57,45.36,2,2,
11929,6,2,4,5,1.68,59.88,1,2,
11930,7,1,4,7,1.68,47.63,2,2,
11931,6,1,4,5,1.65,68.04,2,1,
11932,5,2,3,5,1.75,62.6,2,2,
11933,4,2,2,5,1.65,61.24,2,2,
11934,6,2,4,5,1.78,74.84,2,2,
11935,6,2,3,5,1.8,113.4,2,1,
11936,4,2,2,5,1.78,81.65,2,2,
11937,5,1,3,5,1.65,46.27,2,2,
11938,5,1,2,3,1.68,82.1,2,2,
11939,5,1,3,5,1.6,54.43,2,2,
11940,4,2,2,5,1.65,52.16,2,1,
11941,5,2,3,5,1.83,81.65,2,2,
11942,5,2,3,5,1.73,57.61,2,2,
11943,4,2,2,5,1.75,61.24,2,2,
11944,2,2,5,8,,,2,2,
11945,6,2,4,3,1.73,70.76,2,2,
11946,6,2,4,3,1.8,63.5,2,2,
11947,7,2,4,5,1.93,72.58,2,2,
11948,6,2,4,3,1.83,86.64,2,2,
11949,6,2,4,5,1.75,63.5,2,1,
11950,5,1,3,5,,,2,2,
11951,5,1,3,5,1.78,68.04,2,2,
11952,4,1,2,5,1.63,58.97,2,2,
11953,7,1,4,5,1.63,65.77,1,1,
11954,5,1,3,5,1.57,48.99,2,2,
11955,5,1,3,5,1.65,58.06,1,2,
11956,5,1,3,5,1.65,81.65,1,2,
11957,5,1,3,5,1.6,65.77,2,2,
11958,6,1,4,5,1.65,77.11,2,1,
11959,5,2,3,5,1.75,70.76,2,1,
11960,5,1,3,5,1.55,50.8,1,1,
11961,6,1,3,5,1.57,108.86,1,1,
11962,6,1,4,5,1.63,54.43,2,2,
11963,6,2,4,7,1.75,68.04,2,1,
11964,5,1,3,4,1.68,68.04,2,2,
11965,5,1,3,5,1.6,53.52,2,1,
11966,5,1,3,5,1.7,104.33,2,2,
11967,6,1,4,3,1.68,78.02,2,2,
11968,5,1,3,5,1.6,53.52,2,2,
11969,5,1,3,5,1.68,72.58,1,2,
11970,6,1,4,5,1.5,68.04,2,1,
11971,5,1,3,5,1.83,82.56,2,2,
11972,6,1,4,5,1.7,68.04,2,2,
11973,5,2,3,5,1.78,73.48,,2,
11974,6,1,4,5,1.73,65.77,2,2,
11975,6,2,4,3,1.78,90.72,2,2,
11976,5,1,2,5,,,2,2,
11977,4,1,2,7,1.6,50.8,2,2,
11978,4,1,2,5,1.6,52.16,2,1,
11979,4,2,2,5,1.73,61.24,2,2,
11980,5,1,2,7,1.68,66.23,2,2,
11981,4,2,2,5,1.52,56.7,1,2,
11982,4,1,2,5,1.63,73.94,2,2,
11983,4,1,2,3,1.65,61.24,2,2,
11984,4,1,2,,1.6,72.58,2,1,
11985,,,,,,,,,
11986,5,2,2,5,1.8,63.5,2,2,
11987,4,2,2,5,1.8,88.91,1,1,
11988,5,2,2,3,1.73,74.84,2,2,
11989,4,2,2,5,1.78,65.77,2,2,
11990,4,1,2,5,1.73,64.86,1,2,
11991,4,2,2,5,,,2,2,
11992,5,2,2,5,1.78,79.38,2,2,
11993,4,2,2,5,1.9,65.77,1,2,
11994,4,1,2,5,1.6,47.63,1,1,
11995,4,2,2,3,1.78,54.43,2,2,
11996,4,1,2,5,1.57,52.16,2,1,
11997,4,2,2,5,1.78,77.11,2,2,
11998,5,2,2,3,1.78,73.03,2,2,
11999,6,2,4,5,1.75,63.5,2,1,
12000,6,2,4,5,1.9,69.4,2,2,
12001,5,1,3,5,1.65,47.63,1,2,
12002,6,2,4,8,1.78,69.85,2,2,
12003,6,1,4,5,1.7,81.65,2,1,
12004,6,1,4,5,1.65,58.06,2,2,
12005,6,1,4,5,1.63,70.31,2,2,
12006,5,1,3,5,1.65,72.12,1,2,
12007,6,2,4,5,1.83,86.18,2,2,
12008,6,1,4,5,1.6,83.92,2,2,
12009,7,2,4,5,1.78,88.45,2,2,
12010,7,1,4,5,1.73,65.77,2,2,
12011,6,2,4,5,1.78,72.58,2,2,
12012,7,1,4,5,1.75,63.5,2,2,
12013,6,1,4,5,1.63,65.77,2,2,
12014,7,1,4,2,1.5,47.63,2,1,
12015,6,1,4,5,1.73,74.39,2,2,
12016,6,2,4,8,1.8,56.7,2,2,
12017,6,2,4,5,1.83,77.11,1,2,
12018,6,1,4,5,1.65,52.16,2,2,
12019,6,1,4,5,1.68,54.43,2,2,
12020,6,2,4,5,1.9,156.49,2,2,
12021,6,2,4,5,1.75,65.77,2,2,
12022,6,1,4,5,1.65,56.7,2,2,
12023,5,1,3,5,1.63,48.08,2,2,
12024,6,2,3,5,1.83,70.31,2,2,
12025,6,1,4,5,1.63,63.5,2,1,
12026,6,1,4,5,1.57,53.52,2,2,
12027,6,2,4,5,1.78,127.01,2,2,
12028,3,1,1,5,1.6,44,1,1,
12029,4,2,1,5,1.88,77.57,2,2,
12030,4,1,1,5,1.73,68.04,2,2,
12031,4,2,1,5,1.6,70.31,2,1,
12032,4,1,1,5,1.7,66.68,1,1,
12033,3,1,1,5,1.7,63.5,2,2,
12034,4,1,1,3,1.68,58.97,2,2,
12035,3,2,1,5,1.55,45.36,,2,
12036,3,2,1,4,1.75,99.79,2,2,
12037,3,2,1,5,1.83,63.5,2,2,
12038,3,1,1,3,1.68,65.77,2,1,
12039,3,1,1,5,1.63,44.45,2,2,
12040,4,2,1,5,1.68,79.38,2,2,
12041,3,1,1,5,1.7,58.97,2,2,
12042,3,2,1,5,1.78,72.58,1,2,
12043,2,2,1,8,1.75,91.17,2,1,
12044,4,2,1,3,1.7,57.15,1,1,
12045,7,2,4,1,1.7,61.24,2,2,
12046,6,2,4,5,1.83,88.45,2,2,
12047,6,2,4,5,1.63,68.04,2,2,
12048,6,2,4,5,1.73,67.13,2,2,
12049,6,2,4,5,1.78,81.65,1,2,
12050,6,2,4,5,1.73,61.24,2,2,
12051,6,1,4,5,1.68,54.43,2,2,
12052,6,2,4,5,1.85,115.67,2,2,
12053,7,1,4,5,1.7,61.24,2,2,
12054,7,1,4,5,1.55,61.24,2,1,
12055,6,2,4,5,1.7,68.04,2,2,
12056,6,2,4,5,1.68,66.23,2,2,
12057,6,2,4,8,1.9,70.31,2,2,
12058,6,1,4,5,1.63,58.97,2,2,
12059,7,2,4,5,1.83,73.48,2,2,
12060,4,,4,,,,,,
12061,7,2,4,5,1.85,79.38,2,2,
12062,6,1,4,5,1.6,56.7,2,2,
12063,6,2,4,5,1.83,68.04,2,2,
12064,6,2,4,5,1.83,75.75,1,2,
12065,6,2,4,5,1.9,112.49,2,2,
12066,7,2,4,5,1.63,52.16,2,2,
12067,6,1,4,5,1.68,56.7,2,2,
12068,6,2,4,5,1.8,70.31,2,2,
12069,7,2,4,,1.78,71.22,1,2,
12070,6,2,4,1,1.83,86.18,2,2,
12071,3,2,1,8,,,2,2,
12072,5,2,1,3,1.85,63.96,2,2,
12073,4,2,1,3,,,,1,
12074,5,2,1,7,1.85,74.84,2,2,
12075,4,2,1,3,,,2,2,
12076,4,2,1,5,1.7,49.9,2,2,
12077,3,2,1,,1.7,97.52,2,1,
12078,3,2,1,3,1.83,90.72,2,2,
12079,4,1,1,3,1.6,58.97,2,2,
12080,3,2,1,,1.65,49.9,,1,
12081,4,2,1,5,1.78,78.93,2,2,
12082,4,1,1,5,1.6,61.24,1,1,
12083,4,2,1,3,1.9,111.13,2,2,
12084,4,1,1,3,1.5,54.43,2,2,
12085,3,1,1,3,1.65,85.28,2,1,
12086,4,1,1,3,1.7,86.18,2,2,
12087,3,2,1,,1.6,54.43,2,2,
12088,3,2,1,,1.8,65.77,1,2,
12089,3,2,1,8,1.7,63.96,2,2,
12090,3,2,1,8,1.73,95.26,2,1,
12091,3,2,1,5,1.65,59.42,2,2,
12092,3,2,1,3,1.6,54.43,2,2,
12093,1,1,,7,,,2,1,
12094,4,1,2,3,1.5,65.77,2,2,
12095,4,1,2,6,1.63,65.77,2,2,
12096,4,1,2,7,1.57,46.72,2,2,
12097,3,2,2,1,1.68,52.16,2,2,
12098,1,1,1,7,,,2,2,
12099,4,1,2,8,1.75,81.19,2,2,
12100,4,1,2,3,1.65,81.65,1,2,
12101,4,2,2,5,1.75,64.41,2,2,
12102,4,1,2,3,,,2,2,
12103,5,2,2,2,1.75,61.24,2,2,
12104,3,1,2,6,1.57,44.45,1,2,
12105,5,1,2,3,1.7,74.39,2,2,
12106,4,2,2,3,1.68,47.63,2,2,
12107,5,2,2,3,1.68,54.43,1,2,
12108,4,2,2,5,1.8,67.13,2,2,
12109,4,2,2,5,1.83,65.77,2,1,
12110,4,2,2,5,1.83,78.02,2,2,
12111,4,2,2,5,1.96,86.18,1,2,
12112,4,1,2,5,1.52,66.68,2,2,
12113,5,2,2,5,1.88,124.74,2,2,
12114,4,1,2,3,1.68,52.16,2,1,
12115,5,1,3,5,1.83,97.52,2,2,
12116,5,1,3,5,1.6,77.11,1,2,
12117,5,2,3,5,1.83,63.5,2,2,
12118,5,2,3,2,1.75,74.84,1,1,
12119,5,2,3,5,1.75,95.26,2,2,
12120,5,1,3,2,,,2,2,
12121,5,2,3,5,1.78,70.76,2,2,
12122,6,1,3,7,1.32,65.77,1,1,
12123,5,2,3,,1.78,58.06,2,2,
12124,5,1,3,5,1.57,57.15,1,2,
12125,5,2,3,5,1.9,90.72,2,2,
12126,5,2,3,5,1.85,68.04,2,2,
12127,5,1,3,2,1.6,54.43,2,2,
12128,5,1,3,5,1.63,63.5,2,2,
12129,5,1,3,5,1.68,56.7,2,1,
12130,5,2,3,5,1.8,62.6,2,2,
12131,5,1,3,8,1.6,64.86,1,1,
12132,5,1,3,5,1.83,61.69,1,2,
12133,5,2,3,5,1.73,73.03,2,2,
12134,5,2,3,5,1.85,74.84,2,2,
12135,6,1,3,2,1.6,46.27,2,2,
12136,5,2,3,5,1.78,70.31,2,2,
12137,5,2,3,8,1.8,166.47,,1,
12138,1,1,,7,,,1,,
12139,6,1,3,3,,,1,2,
12140,6,2,3,6,1.7,70.31,2,2,
12141,5,2,3,7,1.75,61.24,2,2,
12142,6,1,3,,,,1,2,
12143,5,2,3,5,1.73,68.04,2,2,
12144,7,2,4,3,1.68,81.19,1,1,
12145,6,2,3,3,1.78,92.08,2,2,
12146,5,2,3,5,1.75,45.81,2,2,
12147,6,2,3,3,1.78,68.49,2,2,
12148,7,2,3,3,,,2,2,
12149,6,2,3,5,1.65,75.75,1,2,
12150,7,2,4,3,1.7,81.65,2,2,
12151,7,2,3,2,1.65,65.77,2,2,
12152,5,2,3,,1.7,68.95,1,2,
12153,6,1,3,7,1.6,57.15,1,2,
12154,5,2,3,3,1.68,66.68,2,2,
12155,6,1,4,4,1.42,83.92,2,1,
12156,6,2,3,2,1.73,57.61,2,2,
12157,6,2,4,3,1.8,61.24,2,2,
12158,6,1,4,5,1.7,90.27,1,2,
12159,7,2,4,2,1.75,92.99,2,2,
12160,5,1,4,8,1.63,51.26,2,2,
12161,6,1,4,5,1.6,95.26,1,1,
12162,6,1,4,3,1.7,63.05,2,1,
12163,6,1,4,5,1.6,54.89,1,2,
12164,7,1,4,2,1.57,63.5,2,2,
12165,6,1,4,5,1.52,42.18,2,2,
12166,6,1,4,5,1.73,114.31,1,1,
12167,6,1,4,3,1.7,80.74,1,1,
12168,6,1,4,3,1.7,56.7,2,2,
12169,7,2,4,3,1.78,83.46,2,2,
12170,3,1,1,5,1.6,47.63,2,1,
12171,4,1,1,6,1.6,61.24,2,2,
12172,3,1,1,8,1.65,54.43,1,2,
12173,3,1,1,3,1.57,52.16,2,1,
12174,3,2,1,3,1.65,55.34,2,2,
12175,3,1,1,3,1.55,46.72,2,2,
12176,,1,1,,,,2,2,
12177,4,2,2,2,1.73,70.76,2,2,
12178,3,1,1,5,1.63,68.04,2,2,
12179,3,1,1,8,,,2,2,
12180,4,2,1,3,1.57,47.17,2,2,
12181,4,1,1,3,1.55,37.65,1,1,
12182,4,2,2,5,1.73,54.43,2,2,
12183,4,1,1,5,1.65,49.9,2,2,
12184,3,1,1,3,1.55,55.79,2,2,
12185,3,1,1,5,,,1,1,
12186,3,1,1,5,1.68,96.16,2,2,
12187,3,1,1,2,1.63,61.69,2,2,
12188,3,1,1,3,1.68,50.8,2,2,
12189,3,1,1,3,,,2,2,
12190,3,1,1,5,1.6,43.09,2,2,
12191,3,1,1,7,1.55,58.06,2,2,
12192,4,2,1,5,1.88,88.45,1,2,
12193,4,1,1,3,1.52,40.37,2,2,
12194,3,1,1,5,1.5,52.16,2,2,
12195,4,1,1,3,1.65,75.3,2,2,
12196,3,1,1,5,1.63,51.71,1,2,
12197,6,1,2,6,1.57,70.76,1,1,
12198,3,1,1,3,1.7,58.06,2,1,
12199,3,,1,4,,,1,,
12200,4,1,1,5,1.5,36.29,1,2,
12201,5,2,3,5,1.9,64.86,,,
12202,3,2,1,8,1.78,72.58,2,2,
12203,7,2,4,5,,,2,,
12204,5,2,2,5,1.8,73.94,2,1,
12205,6,2,4,7,1.75,61.24,2,2,
12206,3,1,1,3,1.65,56.7,2,2,
12207,4,2,1,5,1.63,84.37,2,2,
12208,6,1,,3,,,2,2,
12209,3,2,1,,,,2,2,
12210,4,1,1,8,1.63,49.9,2,,
12211,4,2,1,5,1.68,58.97,2,2,
12212,3,2,1,,,,2,2,
12213,3,1,1,6,,,2,2,
12214,3,1,1,3,1.3,64.41,2,1,
12215,4,,2,4,,,2,2,
12216,3,2,1,,1.4,81.65,,2,
12217,5,2,2,2,1.88,75.3,2,2,
12218,5,2,2,5,1.68,58.97,2,2,
12219,4,1,2,8,1.57,48.08,2,2,
12220,4,2,2,8,1.85,102.06,2,2,
12221,4,2,2,5,1.83,58.97,2,2,
12222,4,2,2,5,1.78,58.97,2,2,
12223,4,2,2,5,1.75,74.84,2,2,
12224,4,2,2,5,1.78,69.85,2,2,
12225,4,1,2,2,1.57,63.5,1,1,
12226,3,2,,5,1.55,40.82,2,2,
12227,5,2,2,5,1.83,86.18,2,1,
12228,5,2,2,2,1.75,67.59,2,2,
12229,4,1,2,2,1.55,49.9,2,2,
12230,4,1,2,5,,,2,2,
12231,4,2,2,5,,,1,2,
12232,4,1,2,5,1.68,58.97,2,,
12233,4,2,2,5,1.68,63.5,2,2,
12234,4,2,2,2,1.65,45.81,2,2,
12235,4,1,2,5,1.63,54.43,2,2,
12236,6,2,4,5,1.78,61.24,2,2,
12237,1,1,1,7,1.75,92.08,1,1,
12238,6,2,4,3,1.63,63.5,2,2,
12239,5,1,3,5,1.63,56.7,2,2,
12240,6,2,4,5,1.7,83.92,2,2,
12241,5,1,3,6,,,2,1,
12242,7,1,4,5,1.6,58.06,1,1,
12243,7,1,4,3,1.68,72.58,2,2,
12244,7,1,3,3,1.45,63.5,1,2,
12245,,2,3,6,,,2,2,
12246,5,1,3,3,1.6,51.71,2,1,
12247,5,2,,,1.83,77.11,2,2,
12248,4,2,2,5,1.78,53.98,2,2,
12249,4,2,2,5,1.73,56.7,2,2,
12250,5,1,3,3,,,,2,
12251,4,2,2,6,1.68,65.77,1,2,
12252,4,2,2,2,1.63,70.31,2,1,
12253,7,2,1,5,,,2,2,
12254,3,2,1,2,,,2,2,
12255,5,2,3,7,1.8,113.4,2,2,
12256,5,1,3,7,1.45,54.43,1,1,
12257,6,2,3,7,1.63,80.74,2,2,
12258,6,2,3,5,1.9,69.4,2,2,
12259,6,1,3,8,1.65,54.43,1,1,
12260,6,2,3,7,1.65,58.97,2,2,
12261,6,2,4,7,1.65,54.43,1,1,
12262,5,1,3,5,1.55,48.99,1,1,
12263,5,2,3,3,1.73,72.58,2,2,
12264,5,1,2,5,1.68,54.43,2,2,
12265,4,,5,,,,,,
12266,5,1,3,5,1.63,49.9,2,2,
12267,5,1,2,,1.63,68.04,1,1,
12268,4,2,2,5,1.73,61.24,2,2,
12269,7,1,4,6,1.65,61.69,2,2,
12270,4,2,2,7,1.7,65.77,2,2,
12271,4,2,2,5,1.7,65.77,2,2,
12272,4,2,2,5,1.75,70.31,1,1,
12273,4,2,2,5,1.73,48.54,2,2,
12274,4,1,2,2,1.7,54.43,2,2,
12275,5,2,3,3,1.65,68.04,2,2,
12276,4,1,2,5,1.63,56.7,1,2,
12277,4,2,2,5,1.7,57.61,1,2,
12278,5,2,5,7,1.83,132,1,2,
12279,3,2,1,7,1.8,52.16,2,,
12280,5,2,3,5,1.83,83.92,1,,
12281,5,2,3,,1.83,68.04,2,,
12282,5,2,,2,,,2,2,
12283,5,1,3,5,1.6,55.34,2,2,
12284,6,1,3,6,1.57,54.89,2,2,
12285,4,2,2,5,1.78,86.18,2,2,
12286,5,2,3,5,,,2,1,
12287,4,2,2,5,1.73,63.5,2,2,
12288,5,2,3,3,1.83,83.92,2,2,
12289,6,2,3,3,1.88,50.35,2,2,
12290,7,2,4,3,1.7,71.22,2,2,
12291,5,1,2,3,1.68,176.45,1,2,
12292,4,2,2,3,1.8,63.5,2,2,
12293,5,2,2,5,1.78,52.16,2,2,
12294,6,2,3,6,1.9,104.33,2,2,
12295,5,1,2,7,1.5,56.7,2,2,
12296,6,1,2,3,1.75,68.95,2,2,
12297,5,2,3,6,1.8,61.24,2,2,
12298,5,2,3,3,1.73,79.38,2,2,
12299,5,1,2,5,1.5,43.09,2,1,
12300,6,2,4,,1.88,91.17,1,1,
12301,5,1,2,3,1.68,66.23,2,2,
12302,5,1,2,6,,,2,1,
12303,7,2,1,,1.8,136.08,,2,
12304,5,1,3,3,1.68,52.62,2,1,
12305,5,2,4,1,1.57,58.97,2,2,
12306,5,2,2,6,1.78,88.91,2,2,
12307,4,1,2,3,,,2,2,
12308,4,2,2,3,1.6,47.63,2,2,
12309,3,1,1,5,1.73,54.43,2,2,
12310,3,1,1,5,1.57,52.16,2,2,
12311,4,2,2,3,1.68,45.81,2,2,
12312,3,2,1,5,1.75,74.84,2,2,
12313,5,1,2,5,1.75,61.24,2,2,
12314,3,1,1,5,1.75,58.97,2,2,
12315,4,2,2,5,1.8,63.5,2,2,
12316,3,2,1,3,1.7,79.38,2,2,
12317,4,1,2,5,1.7,58.97,2,1,
12318,4,1,1,8,1.68,45.81,2,2,
12319,4,2,2,3,1.75,88.45,2,2,
12320,3,2,1,5,1.96,113.4,2,2,
12321,4,1,2,5,1.65,61.24,2,2,
12322,4,2,2,3,1.68,61.24,2,2,
12323,4,2,1,5,1.75,52.62,2,2,
12324,4,1,1,5,1.63,54.43,2,2,
12325,4,1,2,5,1.68,63.5,2,2,
12326,5,1,2,5,1.7,55.79,2,2,
12327,3,1,1,2,1.57,49.9,2,1,
12328,3,2,1,5,1.68,53.07,2,2,
12329,4,2,2,,1.63,43.55,2,2,
12330,5,2,3,3,,,2,1,
12331,6,2,3,5,1.75,70.31,2,2,
12332,5,2,3,6,1.73,61.24,2,2,
