Number,q1,q2,q3,raceeth,q6,q7,q23,q26,q28
2695,4,1,1,5,,,2,1,2
2696,5,2,3,7,1.8,95.71,2,2,1
2697,4,1,1,5,1.68,56.7,2,1,2
2698,4,1,1,5,,,2,2,1
2699,4,2,1,5,1.57,50.35,2,2,1
2700,4,2,1,5,1.63,48.99,1,2,1
2701,4,2,1,2,,,2,2,1
2702,4,2,,,,,2,2,1
2703,5,1,2,5,1.68,70.31,1,1,2
2704,4,2,2,5,1.83,72.58,2,2,1
2705,4,1,1,5,1.7,79.38,2,2,1
2706,5,1,2,7,,,1,2,1
2707,4,1,1,5,1.68,48.99,2,2,1
2708,4,1,1,5,1.75,56.7,2,2,1
2709,5,2,2,5,1.83,62.14,2,2,1
2710,5,2,2,5,,,2,2,1
2711,4,1,1,5,1.63,68.04,2,1,1
2712,5,1,2,5,1.68,56.7,2,2,1
2713,5,1,2,5,1.73,68.04,2,2,1
2714,5,2,2,5,1.83,91.63,1,,
2715,5,1,2,5,1.68,86.18,2,1,1
2716,5,2,2,5,1.78,81.65,2,2,1
2717,3,2,1,5,1.7,61.24,1,2,1
2718,7,2,4,5,,,2,2,1
2719,3,1,1,5,1.68,52.16,2,2,1
2720,3,1,1,7,1.57,58.97,2,1,1
2721,4,1,1,5,1.65,54.43,2,2,1
2722,4,2,1,5,1.78,86.18,2,2,1
2723,4,1,1,5,1.68,65.32,2,2,1
2724,5,1,2,5,1.6,57.61,2,2,1
2725,7,1,4,5,1.55,52.62,2,2,1
2726,6,2,3,5,1.73,58.06,2,2,1
2727,4,2,1,5,1.83,85.28,1,2,1
2728,4,2,1,5,1.73,85.28,2,2,1
2729,3,1,1,5,1.68,52.16,2,1,1
2730,6,1,4,5,1.65,93.44,1,1,1
2731,3,2,1,5,1.83,66.23,2,1,
2732,7,1,3,2,1.55,52.62,2,2,
2733,4,2,1,5,1.78,79.38,1,1,3
2734,7,2,4,5,1.9,77.11,1,2,1
2735,7,1,4,5,1.75,54.43,2,2,1
2736,3,1,1,5,1.68,63.5,1,1,2
2737,7,2,4,5,1.73,68.04,2,1,1
2738,4,1,2,5,1.68,56.25,2,2,1
2739,7,2,4,5,1.83,77.11,2,2,1
2740,6,1,4,5,1.7,58.97,1,1,1
2741,6,1,4,5,,,1,1,1
2742,7,2,4,8,1.96,73.03,2,2,1
2743,6,2,3,5,1.88,98.43,2,2,1
2744,6,1,4,5,1.6,61.69,2,2,1
2745,4,1,2,5,1.7,71.22,2,1,2
2746,4,1,1,8,1.6,53.52,2,1,1
2747,4,1,1,5,1.63,55.34,2,2,1
2748,5,1,2,5,1.78,61.24,2,2,1
2749,5,1,2,5,1.73,61.24,2,1,
2750,5,1,2,5,1.7,58.97,2,2,1
2751,6,1,3,8,1.7,99.79,1,1,1
2752,7,1,4,5,1.65,65.77,2,2,1
2753,7,2,4,5,1.85,73.48,2,1,1
2754,6,1,4,5,1.63,100.7,2,2,1
2755,5,2,2,5,,,2,2,1
2756,7,1,4,5,1.6,58.97,2,2,1
2757,6,2,3,5,1.75,70.31,2,2,1
2758,4,1,2,8,1.68,72.58,2,1,1
2759,6,2,3,5,1.9,68.04,2,2,1
2760,4,2,1,5,1.8,63.5,2,2,1
2761,3,2,1,5,1.57,48.99,2,2,1
2762,7,2,5,5,1.8,72.58,2,2,1
2763,5,1,2,8,1.73,50.8,1,1,1
2764,7,1,4,5,1.63,63.5,1,1,1
2765,7,2,4,5,1.83,68.04,2,2,1
2766,4,2,1,5,1.85,81.65,2,2,1
2767,4,1,2,8,1.55,53.98,2,2,1
2768,4,1,2,5,1.65,64.41,2,2,1
2769,6,2,4,7,1.73,63.5,2,2,1
2770,5,1,2,4,1.57,49.44,1,2,
2771,5,1,2,5,1.57,56.25,1,2,1
2772,5,1,2,5,1.6,51.71,2,1,1
2773,5,1,2,5,1.63,63.5,2,2,1
2774,7,2,4,8,1.65,68.04,2,2,1
2775,7,2,4,5,1.8,117.94,1,2,1
2776,4,1,2,5,1.68,68.04,2,2,1
2777,5,1,2,5,1.7,72.12,2,2,1
2778,4,2,1,5,1.85,70.31,1,2,1
2779,6,2,4,5,1.8,62.6,2,2,1
2780,5,1,2,7,1.68,68.04,1,2,1
2781,5,1,2,5,1.6,45.81,2,1,1
2782,4,1,2,5,1.63,58.06,2,2,1
2783,4,2,1,1,1.83,58.97,1,2,1
2784,5,1,2,5,1.63,88.45,2,2,1
2785,4,1,2,5,1.73,63.5,2,2,1
2786,4,2,1,5,1.8,72.58,2,2,1
2787,7,2,4,5,1.85,82.1,2,2,1
2788,4,1,1,5,1.68,56.25,1,2,1
2789,3,1,1,5,1.57,62.6,2,2,1
2790,5,1,2,5,1.63,52.16,2,1,1
2791,5,1,2,5,1.7,45.36,2,2,1
2792,6,2,2,5,1.85,102.06,2,2,1
2793,4,1,1,5,1.63,51.71,2,2,1
2794,6,1,4,5,1.8,81.65,2,1,1
2795,7,2,4,5,1.75,70.76,2,2,
2796,5,1,2,5,1.65,65.77,1,2,1
2797,5,2,2,5,1.7,49.9,2,2,1
2798,3,1,1,3,,,2,2,1
2799,6,2,3,5,1.75,65.77,2,2,1
2800,4,2,2,2,1.68,59.88,2,2,1
2801,5,1,2,5,1.65,54.43,2,2,1
2802,4,1,2,5,1.7,65.32,2,,1
2803,7,2,4,5,,,1,2,1
2804,5,2,2,5,1.9,82.56,2,2,1
2805,5,2,2,5,1.83,58.97,1,2,1
2806,7,2,4,5,1.78,79.38,2,2,1
2807,4,2,1,1,1.75,102.97,1,1,1
2808,5,1,2,5,1.68,77.11,2,2,1
2809,5,1,2,5,1.63,68.04,1,1,1
2810,5,1,2,5,1.57,45.36,1,2,1
2811,4,2,1,5,,,2,2,1
2812,5,1,2,5,1.68,54.43,2,2,1
2813,5,1,2,2,1.57,43.09,1,2,1
2814,5,1,3,5,1.57,52.62,2,2,1
2815,5,1,2,5,1.65,79.83,2,2,1
2816,4,1,2,8,1.68,80.74,2,2,1
2817,5,2,2,5,,,2,2,1
2818,6,1,4,5,1.6,83.01,2,1,1
2819,5,1,2,5,1.65,74.84,2,2,1
2820,5,1,2,5,1.6,64.86,2,2,1
2821,5,2,2,5,1.93,90.72,2,2,1
2822,4,1,1,5,,,2,2,1
2823,3,1,1,5,1.65,68.04,2,2,1
2824,4,1,1,5,1.7,69.4,2,2,1
2825,4,2,1,5,1.65,52.16,2,2,1
2826,7,1,4,2,1.55,54.43,2,2,
2827,4,1,1,5,1.7,58.97,2,2,1
2828,5,1,2,5,1.68,64.41,1,2,1
2829,4,2,2,7,1.8,65.32,1,2,1
2830,4,1,1,5,1.68,52.62,2,1,1
2831,4,1,1,5,1.65,57.15,1,2,1
2832,4,2,1,5,,,2,2,1
2833,6,1,3,5,1.7,61.24,2,2,1
2834,5,1,2,5,,,2,1,1
2835,5,1,2,5,1.75,63.5,2,2,1
2836,6,2,3,5,1.68,56.7,2,2,1
2837,4,1,1,,,,1,1,2
2838,5,1,2,5,1.7,53.98,2,2,1
2839,4,2,1,5,2.01,82.56,2,1,1
2840,4,2,1,,,,1,1,1
2841,3,1,1,5,1.78,49.9,2,2,1
2842,4,1,1,5,1.75,59.88,1,2,1
2843,3,2,1,5,1.75,58.97,2,1,3
2844,5,1,2,5,1.68,63.5,2,2,1
2845,4,1,1,7,1.63,78.02,1,2,1
2846,4,2,1,6,1.73,72.58,2,2,1
2847,4,2,1,5,1.85,113.4,2,2,1
2848,,,,,,,,,
2849,5,2,2,5,1.75,77.11,2,2,1
2850,6,2,3,5,,,1,1,1
2851,5,1,3,7,1.55,68.04,2,1,
2852,4,2,2,6,1.68,60.78,2,1,1
2853,5,2,3,5,1.73,49.9,2,2,
2854,5,1,3,5,1.57,55.34,1,1,1
2855,5,2,3,8,1.83,81.65,2,2,
2856,5,2,3,5,1.9,113.4,2,2,1
2857,5,2,3,5,1.8,58.97,2,2,1
2858,6,1,3,6,,,2,2,
2859,5,2,3,5,1.75,78.93,2,2,1
2860,6,2,2,7,1.73,81.65,2,2,1
2861,5,1,3,5,1.55,47.63,2,2,1
2862,5,1,3,7,,,2,1,1
2863,5,2,3,7,1.65,52.16,2,2,1
2864,6,1,3,7,1.57,53.52,2,1,2
2865,5,1,3,7,1.55,54.43,2,2,1
2866,5,2,2,7,1.63,61.69,2,2,
2867,6,2,3,6,1.73,61.24,2,2,1
2868,5,2,2,7,1.65,54.43,2,2,1
2869,5,1,3,5,1.57,49.9,2,2,1
2870,5,2,2,7,1.9,79.83,1,1,1
2871,6,2,3,7,,,2,2,1
2872,5,2,2,3,1.88,74.84,1,2,1
2873,5,2,2,5,1.73,69.4,2,2,1
2874,5,2,2,5,1.73,54.43,2,2,1
2875,5,2,2,5,1.85,104.33,2,2,1
2876,4,1,2,5,1.63,72.58,2,1,2
2877,4,2,2,7,1.68,57.15,1,2,1
2878,4,1,1,7,1.73,95.26,2,2,1
2879,4,1,2,7,1.63,79.38,2,2,1
2880,4,1,2,5,1.75,58.97,1,2,1
2881,4,1,1,7,1.57,56.7,2,2,1
2882,4,1,2,5,1.73,55.34,2,2,1
2883,4,2,2,2,1.65,52.62,2,2,1
2884,5,2,2,7,1.7,95.26,2,2,1
2885,3,2,1,5,1.57,49.9,2,2,1
2886,4,2,2,5,1.78,79.38,2,1,2
2887,4,2,2,6,1.63,63.5,2,2,1
2888,4,2,1,7,1.65,45.36,2,1,1
2889,4,2,2,5,1.78,61.24,2,2,1
2890,4,1,2,5,1.6,52.16,1,2,
2891,4,2,2,5,1.65,49.9,2,2,1
2892,6,2,4,5,1.85,74.84,2,2,1
2893,6,1,4,7,1.55,68.04,2,1,
2894,6,1,4,6,1.63,66.68,2,1,3
2895,7,2,4,6,,,2,2,
2896,7,1,4,7,1.52,49.9,2,1,1
2897,7,1,4,5,,,2,2,1
2898,7,2,4,5,1.88,101.61,2,1,2
2899,6,2,4,7,1.8,64.86,2,2,1
2900,7,2,4,5,1.88,61.24,1,2,1
2901,7,1,4,5,1.57,55.79,2,2,1
2902,7,2,4,5,1.73,72.58,2,2,1
2903,6,2,4,7,,,1,1,1
2904,6,1,4,7,1.63,81.65,1,1,3
2905,6,2,4,6,1.68,80.74,2,2,1
2906,1,2,3,7,,,1,1,
2907,6,2,4,7,1.68,72.58,2,2,1
2908,6,2,4,5,1.78,97.52,2,2,1
2909,7,2,4,5,1.85,58.97,2,2,1
2910,6,2,4,2,1.63,58.97,2,2,1
2911,6,2,3,7,1.83,65.77,2,2,1
2912,6,2,4,6,1.8,58.97,2,2,1
2913,7,1,4,7,1.57,63.5,2,1,1
2914,4,2,1,5,1.7,61.24,2,2,1
2915,3,1,1,5,1.65,54.89,1,2,1
2916,3,2,1,2,1.73,55.79,2,2,1
2917,6,2,4,7,1.78,92.99,2,2,1
2918,7,2,4,7,1.88,81.65,2,2,1
2919,7,1,2,2,1.6,56.7,2,2,1
2920,4,2,1,5,1.93,70.31,2,2,1
2921,3,2,1,5,1.75,67.59,2,2,1
2922,4,1,1,5,1.73,54.43,2,2,1
2923,3,1,1,5,1.68,81.65,2,2,1
2924,3,2,1,5,1.8,67.13,,,
2925,3,1,1,2,1.7,50.8,2,1,2
2926,4,2,1,2,,,2,2,1
2927,3,2,1,5,1.73,58.97,2,2,1
2928,3,2,1,5,1.83,70.31,2,2,1
2929,4,2,1,7,,,2,2,1
2930,3,1,1,5,1.68,56.7,2,2,1
2931,4,1,1,7,1.63,61.24,2,2,1
2932,3,1,1,3,1.7,97.07,2,1,1
2933,3,1,1,3,1.57,53.52,1,2,
2934,4,2,1,2,1.55,46.72,2,2,1
2935,3,2,1,5,1.88,102.06,2,2,1
2936,3,2,1,3,1.55,83.92,2,2,1
2937,4,1,1,5,1.65,62.14,2,2,1
2938,3,1,1,6,1.55,63.5,1,1,2
2939,7,1,4,8,1.68,62.6,1,1,1
2940,4,1,1,5,1.63,54.43,2,1,1
2941,4,2,1,5,1.73,61.24,2,2,1
2942,4,2,1,7,1.68,83.92,2,2,
2943,3,1,1,3,1.55,45.36,1,1,3
2944,4,1,1,5,1.6,82.56,1,2,1
2945,4,1,1,8,1.6,43.09,2,2,1
2946,4,1,1,5,1.68,54.43,2,2,1
2947,4,2,1,5,1.63,46.72,2,2,1
2948,4,1,1,5,1.55,55.79,2,2,1
2949,4,2,1,5,1.68,49.9,2,2,1
2950,4,2,1,5,1.85,90.72,2,1,3
2951,4,2,1,5,1.73,63.5,2,2,1
2952,3,1,1,5,1.6,44.91,2,2,1
2953,3,1,1,5,1.73,79.38,2,2,1
2954,4,1,1,5,1.52,69.85,2,2,1
2955,4,2,1,5,1.73,67.13,2,1,1
2956,4,2,1,5,1.68,52.62,2,2,1
2957,4,2,1,5,1.83,63.5,2,2,1
2958,4,1,1,5,1.57,48.54,2,2,1
2959,7,1,4,8,1.55,54.43,2,1,1
2960,7,1,4,5,1.7,54.43,2,1,1
2961,7,1,4,5,1.57,47.63,2,1,2
2962,7,2,4,5,1.83,88.45,2,2,1
2963,4,2,1,5,1.65,54.43,2,2,1
2964,4,1,1,5,1.7,58.97,2,2,1
2965,4,1,1,8,1.78,53.07,2,2,1
2966,4,1,1,5,1.65,61.24,2,1,2
2967,4,2,1,8,1.75,63.05,1,1,5
2968,4,2,1,5,1.75,68.04,1,2,1
2969,7,2,4,5,,,2,2,
2970,6,2,4,5,1.73,58.97,2,2,
2971,7,1,4,3,,,1,1,4
2972,7,2,4,5,1.78,65.77,2,2,1
2973,6,1,4,5,1.73,54.43,2,2,1
2974,7,2,4,5,,,2,2,1
2975,7,2,4,5,1.75,81.65,2,1,1
2976,7,1,4,5,1.6,58.97,2,2,1
2977,7,1,4,8,1.68,81.65,2,1,
2978,7,2,4,3,1.85,71.22,2,2,2
2979,7,1,4,5,1.52,54.89,2,2,1
2980,7,1,4,5,1.7,53.07,2,2,1
2981,5,1,2,5,1.68,52.16,1,2,1
2982,7,2,4,5,1.8,71.67,1,2,
2983,7,1,4,5,1.63,48.08,2,2,1
2984,7,1,4,5,1.65,52.16,2,2,1
2985,7,2,4,3,1.83,70.31,2,2,1
2986,7,1,4,5,1.65,58.97,2,2,
2987,6,1,4,5,1.75,95.71,2,2,1
2988,7,2,4,5,1.7,95.26,2,2,1
2989,6,1,3,8,1.65,88.45,1,1,3
2990,6,2,3,5,1.85,79.38,2,2,1
2991,7,1,3,5,1.68,54.43,2,2,1
2992,6,2,3,5,1.88,83.92,2,2,
2993,6,1,3,5,1.7,61.24,2,2,1
2994,6,2,3,5,1.75,65.77,2,2,1
2995,6,1,3,5,1.68,90.72,1,2,1
2996,6,2,3,5,1.75,54.43,2,2,1
2997,6,2,3,5,1.83,86.18,2,2,1
2998,7,2,4,5,1.83,65.77,2,2,1
2999,6,1,3,8,1.65,108.86,2,1,1
3000,6,1,3,5,1.73,62.14,2,2,1
3001,5,2,3,5,1.88,73.48,2,2,1
3002,6,1,3,5,1.52,56.7,2,2,1
3003,5,1,3,5,1.63,50.8,2,2,1
3004,6,2,3,5,1.8,81.65,2,2,1
3005,6,1,3,5,1.7,64.41,1,2,1
3006,5,1,2,5,1.7,56.7,1,1,1
3007,5,2,2,2,1.83,69.85,2,1,1
3008,5,1,2,5,1.65,52.16,2,2,1
3009,5,2,2,5,1.83,99.79,2,1,2
3010,5,1,2,5,1.7,77.11,1,2,1
3011,5,1,2,5,1.6,58.97,2,1,1
3012,5,1,2,5,1.68,61.24,2,2,1
3013,5,1,2,5,1.7,72.58,1,2,1
3014,4,2,2,5,1.73,58.97,2,1,3
3015,5,2,2,7,1.73,81.65,1,2,1
3016,4,1,2,5,1.7,71.67,1,1,1
3017,5,1,2,8,1.68,54.43,2,2,1
3018,5,1,2,5,1.68,54.43,2,2,1
3019,5,2,2,5,1.9,79.38,2,2,
3020,5,2,2,5,1.83,72.58,2,2,1
3021,5,2,2,5,1.78,72.58,2,2,
3022,4,1,2,5,1.65,62.6,1,2,1
3023,5,1,2,7,1.7,66.23,2,1,1
3024,5,1,2,2,,,2,1,1
3025,5,1,2,5,1.63,49.9,2,2,1
3026,5,1,2,5,1.57,50.8,2,2,1
3027,5,2,2,2,1.7,62.14,1,2,1
3028,5,2,2,5,1.83,68.04,2,2,1
3029,5,2,2,5,1.78,68.04,2,2,1
3030,5,1,2,2,1.63,63.5,2,1,
3031,4,2,1,3,1.78,79.38,1,2,1
3032,3,2,1,,,,2,2,1
3033,3,1,1,3,1.57,68.04,2,2,
3034,3,2,1,3,1.55,61.24,2,2,
3035,5,1,1,3,1.65,50.8,2,2,2
3036,4,1,1,3,,,2,2,1
3037,4,2,1,3,1.7,71.22,2,2,
3038,4,1,1,3,1.63,68.04,2,1,1
3039,3,2,1,3,1.7,46.27,1,2,1
3040,4,2,1,3,1.75,54.43,2,2,
3041,4,2,1,8,1.8,63.96,2,2,1
3042,4,2,1,7,1.75,49.9,2,2,1
3043,4,2,1,3,,,2,2,1
3044,5,2,1,3,1.73,59.42,1,2,2
3045,4,2,1,3,1.63,54.43,2,2,1
3046,4,1,1,3,,,2,2,1
3047,4,2,1,3,1.7,70.31,2,2,1
3048,4,2,1,,1.83,58.97,2,2,1
3049,,,,,,,2,1,3
3050,4,1,1,3,1.6,58.97,2,2,1
3051,3,2,1,3,1.68,52.16,2,2,1
3052,4,1,1,3,1.7,52.16,1,1,2
3053,4,1,1,,,,2,2,1
3054,4,1,1,3,,,1,2,1
3055,4,2,1,7,,,2,2,1
3056,5,1,1,8,1.73,86.18,2,2,1
3057,5,1,1,2,1.6,58.97,2,2,1
3058,5,1,3,3,,,2,2,1
3059,4,2,1,7,,,2,1,5
3060,4,2,1,3,,,2,1,1
3061,4,1,1,5,1.65,90.72,1,1,1
3062,5,2,1,3,1.85,107.05,1,1,3
3063,4,1,1,3,1.7,57.61,2,2,1
3064,3,2,1,3,,,2,2,
3065,3,1,1,3,1.68,63.5,1,1,4
3066,3,2,1,,,,2,2,
3067,3,1,1,3,1.63,45.36,2,2,1
3068,5,1,3,5,1.6,58.06,1,2,1
3069,6,2,3,3,1.85,81.65,2,2,1
3070,6,1,3,6,1.73,74.39,1,2,1
3071,6,1,3,3,1.57,52.62,2,1,4
3072,6,1,3,3,1.6,102.97,2,2,1
3073,6,1,3,3,1.7,85.73,2,2,1
3074,7,1,3,3,1.7,80.74,1,1,1
3075,6,1,3,5,1.73,57.15,2,2,1
3076,5,1,3,3,1.6,65.77,2,1,
3077,5,1,3,3,1.7,66.23,2,1,3
3078,6,1,3,3,1.65,61.69,2,2,1
3079,5,2,3,3,1.88,82.56,2,2,1
3080,5,2,3,3,1.8,65.77,2,2,1
3081,6,1,3,3,,,2,2,1
3082,6,1,3,3,1.7,48.99,2,2,1
3083,5,1,3,3,,,2,2,1
3084,5,2,3,3,1.9,126.1,2,2,1
3085,5,1,3,5,1.65,72.58,2,1,1
3086,6,1,3,5,1.65,74.84,2,2,1
3087,7,2,3,1,1.6,74.84,1,1,1
3088,5,2,2,5,1.83,106.6,2,2,1
3089,4,1,2,3,1.65,61.24,2,2,1
3090,4,1,2,3,1.6,58.97,2,2,1
3091,5,1,2,5,1.52,46.72,2,2,
3092,5,1,2,5,1.55,48.54,1,1,3
3093,5,2,2,5,1.83,68.04,2,2,1
3094,3,2,2,7,1.96,145.15,1,2,1
3095,5,2,2,5,1.93,90.72,2,2,1
3096,5,1,3,3,1.65,53.52,2,2,1
3097,5,1,3,5,1.68,54.43,2,2,1
3098,5,1,2,5,1.57,73.94,2,2,1
3099,5,2,2,5,1.78,58.97,2,2,1
3100,4,1,2,3,1.6,64.41,2,2,1
3101,5,1,2,5,1.57,62.14,2,2,1
3102,5,1,2,3,1.63,73.48,2,2,
3103,4,2,2,5,1.85,63.5,1,2,1
3104,5,1,2,3,1.6,74.84,2,2,1
3105,4,1,2,3,1.63,53.07,2,2,1
3106,4,1,2,3,1.65,52.16,2,2,1
3107,5,2,2,3,1.75,56.25,2,2,1
3108,5,1,2,3,1.68,85.73,1,1,1
3109,5,2,2,,1.85,74.84,,,
3110,7,2,2,3,,,2,2,
3111,5,2,2,5,1.83,80.29,2,2,1
3112,4,2,2,3,1.65,70.31,2,2,1
3113,4,2,2,5,1.83,83.92,2,1,1
3114,4,1,2,5,1.65,54.43,2,2,1
3115,5,1,2,5,1.8,53.07,2,2,1
3116,5,1,2,5,1.63,72.58,1,1,4
3117,4,1,2,3,,,1,2,1
3118,6,1,2,5,,,1,1,3
3119,4,1,2,3,,,2,2,
3120,4,2,2,5,1.88,85.73,1,1,1
3121,5,2,2,3,1.68,54.43,2,2,1
3122,6,2,2,3,1.75,96.62,1,1,5
3123,4,2,2,3,1.75,64.41,2,2,
3124,5,2,2,3,,,2,2,1
3125,6,2,3,3,1.83,97.52,2,2,1
3126,4,2,2,5,1.73,66.23,2,2,1
3127,5,2,2,5,1.78,72.58,2,2,
3128,5,1,3,3,1.65,63.5,2,2,1
3129,5,2,3,3,1.85,83.92,2,1,1
3130,5,2,3,3,1.83,88.45,2,2,1
3131,5,1,3,3,1.7,82.1,2,2,1
3132,5,1,3,3,1.73,106.14,1,1,2
3133,5,2,3,5,1.78,74.39,2,2,1
3134,5,2,3,5,1.93,86.18,2,2,1
3135,5,2,3,3,1.88,73.48,2,2,1
3136,6,1,3,3,1.55,64.41,2,2,1
3137,5,2,3,5,,,2,2,1
3138,6,2,4,3,,,2,2,
3139,7,2,4,3,,,1,2,1
3140,6,1,4,3,1.7,140.62,2,2,
3141,7,2,4,3,1.85,151.96,1,2,1
3142,7,2,4,3,1.88,102.06,2,2,
3143,6,1,4,7,1.73,72.58,2,1,1
3144,7,1,4,3,,,2,2,1
3145,7,1,4,3,1.68,52.62,2,2,1
3146,7,2,4,3,1.75,176.45,2,2,1
3147,5,2,3,3,1.65,54.43,2,2,1
3148,6,2,4,3,1.83,78.02,2,2,1
3149,7,2,4,3,1.63,86.18,2,2,1
3150,7,1,4,3,,,2,2,1
3151,6,1,4,3,1.57,81.65,1,1,3
3152,7,2,4,3,,,2,2,
3153,7,2,4,3,1.78,63.5,2,,
3154,7,2,4,3,1.9,70.31,2,2,
3155,7,2,4,,,,2,2,
3156,7,1,4,3,1.65,73.94,,,1
3157,7,2,4,5,1.83,89.36,2,1,1
3158,7,1,4,,1.55,91.17,2,2,
3159,7,2,4,,1.85,68.95,1,2,1
3160,7,2,4,3,1.83,104.33,2,2,1
3161,7,1,4,2,1.63,58.97,2,1,
3162,7,2,4,5,1.8,82.56,2,2,1
3163,6,2,4,3,1.75,80.74,2,2,
3164,7,1,4,5,1.6,70.76,2,2,1
3165,6,1,4,3,1.68,70.76,2,1,2
3166,7,2,4,3,1.83,72.58,2,2,1
3167,6,2,4,3,1.73,67.59,2,2,1
3168,7,1,3,3,1.57,89.36,1,2,
3169,5,1,2,,1.7,84.37,2,2,1
3170,5,1,2,3,1.55,49.9,2,1,
3171,5,1,2,4,1.68,79.38,2,2,1
3172,5,2,2,3,1.8,84.82,1,2,1
3173,4,1,2,3,1.55,67.13,2,1,2
3174,5,1,2,3,1.6,69.85,1,1,3
3175,5,1,2,3,1.68,61.69,2,1,1
3176,6,2,2,3,,,2,2,
3177,4,2,1,3,1.85,75.3,2,2,1
3178,4,1,1,7,1.6,41.73,2,2,1
3179,3,2,1,3,1.7,58.97,2,2,1
3180,4,2,1,3,1.78,113.4,2,2,1
3181,3,1,1,3,1.68,81.65,2,1,1
3182,4,2,1,3,1.7,87.54,2,2,
3183,5,1,4,3,1.65,56.25,2,2,1
3184,5,1,2,3,1.63,79.38,2,2,1
3185,4,1,2,3,1.57,58.06,1,1,2
3186,4,1,2,3,1.7,63.5,2,1,
3187,5,2,2,3,1.83,66.23,2,2,
3188,3,1,1,3,1.55,55.79,1,2,1
3189,5,2,1,3,1.83,79.38,2,2,1
3190,3,2,1,3,1.7,75.3,2,2,1
3191,3,1,1,8,1.65,55.79,1,1,2
3192,4,2,2,3,1.8,75.3,2,2,1
3193,5,2,2,3,1.83,127.01,2,2,1
3194,6,1,2,3,1.65,147.87,2,2,
3195,5,2,2,3,1.73,85.73,2,2,1
3196,4,1,2,3,1.65,54.43,2,2,1
3197,5,2,2,3,1.78,54.43,,,
3198,5,2,2,3,1.68,58.97,2,2,1
3199,5,1,2,3,1.7,99.79,2,2,1
3200,5,1,2,3,1.65,76.2,2,1,2
3201,5,1,2,3,1.68,69.85,2,2,
3202,6,2,4,3,1.73,111.13,2,2,
3203,7,1,4,3,1.73,74.39,2,2,
3204,7,1,4,3,1.57,63.5,2,2,1
3205,7,2,4,3,1.88,76.66,2,2,1
3206,7,2,4,8,1.88,72.58,2,2,
3207,5,2,4,3,1.65,68.95,2,2,1
3208,7,1,4,3,1.65,47.63,2,1,
3209,7,2,4,6,,,2,2,
3210,7,1,4,3,1.63,59.42,2,2,1
3211,7,1,4,3,1.65,63.5,2,2,1
3212,4,1,1,3,1.42,61.24,2,2,1
3213,4,2,1,5,1.63,60.33,1,2,1
3214,3,1,1,3,1.73,73.94,2,2,1
3215,3,1,1,3,1.68,57.15,2,2,1
3216,5,1,1,3,1.55,61.24,2,1,4
3217,7,2,4,3,,,2,2,1
3218,6,1,4,3,1.57,51.71,1,2,
3219,7,2,4,3,1.85,83.01,2,2,1
3220,6,1,4,3,1.7,55.34,2,2,1
3221,6,1,4,3,,,2,2,1
3222,6,2,1,6,1.75,78.47,2,2,1
3223,3,2,1,3,1.8,66.68,2,2,
3224,4,2,1,3,,,2,2,
3225,3,2,1,3,1.73,61.69,2,2,1
3226,4,2,1,5,1.7,60.78,1,2,1
3227,4,1,1,3,1.68,88.45,2,2,1
3228,3,1,1,3,1.57,48.99,2,2,1
3229,4,2,1,3,1.75,135.17,2,1,1
3230,3,1,1,3,1.6,49.9,2,1,1
3231,5,1,1,3,1.68,94.8,2,2,1
3232,4,1,2,3,,,2,2,1
3233,5,1,2,5,1.52,53.07,1,2,1
3234,6,2,2,3,1.73,63.05,2,2,1
3235,4,1,2,3,1.65,79.83,2,1,3
3236,5,2,1,3,1.83,86.18,2,2,1
3237,3,1,1,3,1.78,59.42,2,1,
3238,4,2,1,3,1.7,54.43,2,2,
3239,3,1,1,3,1.52,90.27,1,2,1
3240,3,1,1,8,1.52,48.99,2,2,1
3241,3,2,1,3,1.6,56.7,2,2,1
3242,5,2,2,3,1.68,61.24,2,2,
3243,7,1,4,3,1.5,56.25,2,2,1
3244,4,2,2,7,1.75,83.92,2,2,1
3245,5,1,2,3,1.6,52.16,2,2,1
3246,5,1,2,3,,,2,2,
3247,4,1,2,3,1.57,58.06,2,2,2
3248,5,1,2,3,1.68,75.3,2,2,
3249,4,1,2,3,1.65,78.02,2,2,1
3250,5,1,2,5,1.68,58.97,2,1,3
3251,5,1,2,3,1.68,56.25,2,2,1
3252,7,2,4,3,1.75,72.58,2,2,1
3253,7,1,4,3,1.65,72.58,1,2,
3254,6,1,4,3,1.7,78.47,2,1,2
3255,6,2,3,3,1.73,83.92,2,2,1
3256,7,2,3,2,1.78,56.7,2,2,
3257,7,2,3,1,1.78,71.22,2,1,
3258,7,2,3,3,,,2,2,2
3259,5,1,2,3,1.57,49.44,1,2,
3260,5,1,2,5,1.8,90.72,2,1,2
3261,7,2,4,3,1.73,84.82,2,2,
3262,7,1,4,3,1.7,58.97,2,2,
3263,7,2,4,3,1.83,108.86,2,2,
3264,7,1,4,3,1.7,81.65,2,2,1
3265,7,2,4,3,,,2,2,
3266,7,2,4,3,1.7,86.18,2,2,
3267,7,2,4,3,,,1,2,
3268,7,2,4,3,1.7,53.52,2,2,1
3269,7,1,4,3,1.6,61.24,2,2,
3270,4,2,1,3,1.73,87.54,2,2,1
3271,5,2,2,5,1.93,117.94,2,2,
3272,5,1,2,5,,,2,1,1
3273,5,1,2,5,1.65,55.34,1,1,2
3274,5,2,2,5,1.85,74.84,2,2,1
